Author,Title,Edition/Printing,"# Copies",HB/PB,ISBN,Section,Year
"Gerdes, Louise I.","Genetic Engineering: Opposing Viewpoints",,,PB,737722371,,
"Gergen, Kenneth J.","Saturated Self",17,,PB,465071856,,
"Gernet, Jacques","Daily Life in China on the Eve of the Mongol Invasion 1250-1276",,,PB,804707200,,
"Ghannam, Farha","Remaking the Modern",,2,PB,520230469,,2010F
"Ghosh, Amitav","Dancing in Cambodia, At Large in Burma",,5,HB,8175300175,,
"Giannetti, Louis & Scott Eyman","Flashback: A Brief History of Film",3,,PB,130186627,,
"Giarrusso, Roseann","Guide to Writing Sociology Papers",6,,PB,71677626X,,
"Gibaldi, Joseph","MLA Handbook for Writers of Research Papers",6,7,PB,873529863,Reference,2011S
"Gibaldi, Joseph","MLA Handbook for Writers of Research Papers",5,2,PB,873529758,"English Grammar/Words",
"Gibilisco, Stan","Advanced Physics Demystified",1,,PB,71479449,,2011S
"Giddings, Paula J. et al.","Meridians: Feminism, Race, Transnationalism Voulme 8 Number 1",,,PB,,,2012S
"Giddins, Gary","Visions of Jazz",3,,PB,195132416,,
"Gide, Andre",Immoralist,,,PB,486292371,,
"Gide, Andre",L'Immoraliste,,3,PB,2070362299,French,
"Gienapp, William E.","Civil War and Reconstruction",1,4,PB,39397555X,History,
"Gilbert, Kathleen R.",Family,29,,PB,72838655,Miscellaneous,
"Gill, Graeme","Dynamics of Democritization",,,PB,312231725,,
"Gillen, Christopher M.","Reading Primary Literature",2,,PB,80534599X,Miscellaneous,
"Gillespie, Ronald J. & David A. Humphreys & N. Colin Baird & Edward A. Robinson",Chemistry,2,,HB,205117953,Chemistry,
"Gillette, J. Michael","Theatrical Design and Production",4,9,HB,767411919,Floor,2010F
"Gilman, Charlotte Perkins","Herland: A Lost Feminist Utopian Novel",,3,PB,,,
"Gilman, Rebecca","Glory of Living",,,PB,571199984,,
"Gilmore, Glenda Elizabeth","Who Were the Progressives?",5,,PB,312189303,,
"Gilmore, Mikal","Shot in the Heart",,2,PB,385478003,,
"Gilpin, Robert","War and Change in World Politics",,,PB,521273765,,
"Giltrow, Janet","Academic Writing",3,2,PB,151113951,"English Grammar/Words",
"Ginsburg, Faye D.","Contested Lives",1,,PB,520217357,,
"Ginzburg, Carlo","Night Battles",7,5,PB,801843863,,
"Ginzburg, Eugenia Semyonovna","Journey into the Whirlwind",6,,PB,156027518,,
"Giovanni, Nikki","Selected Poems of Nikki Giovanni",1,,HB,688140475,,
"Gipps, Caroline V.","Beyond Testing",,,PB,750703296,,
"Gjerde, Jon","Major Problems in American Immigration and Ethnic History",7,2,PB,395815320,,
"Gladkov, Fyodor Vasilievich",Cement,,3,PB,810111608,,
"Glassner, Barry","Culture of Fear",20,2,PB,465014909,,
"Gleick, Peter H. et al.","World's Water 2006-2007: Biennial Report on Freshwater Resources",1,3,PB,1597261068,Physics/Geology,
"Glick, D. Marvin & Myra Mergler Niemeier & Nancy C. Aiello","Seven Studies of Life: the Process of Science",,,PB,887252087,Biology,
"Godwin, William","Caleb Williams",,,PB,1551112493,,
"Goethe, Johann Wolfgang von","Tales for Transformation",3,,PB,872862119,,
"Gogol, Nikolai","Diary of a Madman and Other Stories",27,3,PB,140442731,,
"Gogol, Nikolay","Diary of a Madman, The Government Inspector and Selected Stories",7,2,PB,140449075,,2011S
"Gold, Michael","Jews Without Money",,,PB,786703709,,
"Golden, Richard M.","Social Dimension of Western Civilization Volume 2",4,,PB,312182538,,
"Goldin, Frederick","Song of Roland",,4,PB,393090086,,
"Goldman, Merle & Roderick MacFarquhar","Paradox of China's Post-Mao Reforms",,,PB,674654544,,
"Goldsmith, Timothy H.","Biological Roots of Human Nature",1,,PB,195093933,Square,2010F
"Goldstein, Daniel M.","Spectacular City: Violence and Performance in Urban Bolivia",2,,PB,822333708,,
"Goldstein, Donna M.","Laughter Out of Place",5,2,PB,520235977,,
"Goldwater, Robert",Symbolism,9,,PB,64300951,,
"Gombrich, Richard","Theraveda Buddhism",1,3,PB,415075858,,
"Gonen, Rivka","Contested Holiness",,4,PB,881257990,,
"Gonzales, Michael J.","Mexican Revolution 1910-1940",,,PB,82632780X,,
"Gonzales, Norma","I Am My Language",2,,PB,816525498,,
"Good, Kenneth","Into the Heart",,8,,,,2011S
"Goodman, Amy","Exception to the Rulers",2,,PB,140130799X,,
"Goodman, Liz & Jane de Gay","Routledge Reader in Politics and Performance",,,PB,415174732,,
"Goodwin, C. James","Research in Psychology: Methods and Design",5,3,HB,471763833,Floor,2012S
"Goodwin, C. James","Research in Psychology: Methods and Design",4,2,HB,471450081,Floor,2011S
"Goodwin, Jeff & James M. Jasper","Rethinking Social Movements",,3,PB,742525961,,
"Goodwin, Jeff & James M. Jasper","Social Movements Reader Cases and Concepts",2,,PB,1405187640,,2012S
"Gordillo, Gaston R.","Landscapes of Devils",,,PB,822333910,,
"Gordon, Andrew","Modern History of Japan",,3,,,,
"Gordon, J.E.","Structures or Why Things Don't Fall Down",1,,PB,306812835,,
"Gordon, Linda","Women, the State, and Welfare",5,,PB,299126641,,
"Gould, Roger V.","Insurgent Identities",,2,PB,226035619,,
"Goupil, Didier","Le Jour de Mon Retour sur Terre",,,PB,2842614364,French,
"Graff, Gerald & Cathy Birkenstein","They Say I Say",2,4,PB,393933611,,2012S
"Graff, Gerald & Cathy Birkenstein","They Say I Say",1,8,PB,393924092,,2012S
"Graffigny, Francoise De","Letters from a Peruvian Woman",3,2,PB,87352778X,,
"Graham, Hugh Davis","Collision Course",1,,PB,195168895,,
"Grand, Sue","Reproduction of Evil",2,,PB,881633852,,
"Grandin, Temple","Thinking in Pictures",,,PB,679772898,,
"Grandin, Temple & Catherine Johnson","Animals in Translation",11,,PB,156031448,,
"Grant, Kevin","Civilised Savagery",1,,PB,415949019,,2010F
"Grant, Wyn","Economic Policy in Britain",1,,PB,333928903,,
"Grass, Gunter","Cat and Mouse",5,,PB,156155516,,
"Gravetter, Frederick J. & Lori-Ann B. Forzano","Lab Manual for Research Methods for the Behavioral Science",3,,PB,534549152,Psychology,
"Gravetter, Frederick J. & Lori-Ann B. Forzano","Research Methods for the Behavioral Sciences",3,2,HB,53454911X,Psychology,
"Gray, Alice","Das Beste Geschenk der Welt",,,PB,3894379626,German,2011S
"Grealy, Lucy","Autobiography of a Face",12,2,PB,60569662,,2011S
"Green, December","Gender Violence in Africa",1,,HB,312219431,,
"Green, Evelyn C.","Guignol et ses Amis",,,PB,332650116,French,
"Green, John C. & Mark J. Rozell & Clyde Wilcox","Christian Right in American Politics",1,2,PB,878403922,,
"Green, Linda","Fear as a Way of Life",3,,PB,231100337,,
"Green, Sharon Weiner & Ira K. Wolf","Barron's GRE",,,PB,764179497,Crate,
"Greenawalt, Kent","Religious Convictions and Political Choice",2,,PB,195067797,,
"Greenberg, Rabbi Irving","Jewish Way",1,,PB,671873032,,
"Greenfield, Susan","Private Life of the Brain",1,,HB,471183431,,
"Greenstein, Fred I.","Presidential Difference",1,,HB,684827336,,
"Greenstein, Fred I.","Presidential Difference",2,3,PB,691119090,,
"Greenstein, Fred I.","Presidential Difference",5,3,PB,691090831,,
"Gregory, Jane & Steve Miller","Science in Public",1,,PB,738203572,,
"Grene, David & Richmond Lattimore","Aeschylus I",,3,PB,226307786,,2011S
"Grene, David & Richmond Lattimore","Euripedes I",26,,PB,226307808,,
"Grene, David & Richmond Lattimore","Euripedes V: Three Tragedies",25,11,PB,226307840,Tutorial,2010F
"Grene, David & Richmond Lattimore","Greek Tragedies Volume 1",2,16,PB,226307905,Tutorial,2010F
"Grene, David & Richmond Lattimore","Greek Tragedies Volume 2",,2,PB,226307751,,
"Grene, David & Richmond Lattimore","Greek Tragedies Volume 3",2,3,PB,226307913,,2011S
"Grene, David & Richmond Lattimore","Sophocles I",,6,PB,,,2011S
"Grenoble, Lenore A.","Endangered Languages",,,PB,521597129,,
"Grew, Raymond","Food in Global History",5,,PB,813338840,,2011F
"Grey, Robert D.","Democratic Theory and Post-Communist Change",1,,PB,131904485,,
"Gridley, Mark C.","Concise Guide to Jazz",5,,PB,132219182,,
"Gries, Peter Hays","State and Society in 21st Century China",1,2,PB,415332052,,
"Griffin, John Howard","Black Like Me",11,,PB,451208641,,
"Griffin, Robin M.","Student's Latin Grammar",3,2,PB,521385873,Latin,2011F
"Griffith, Kelley","Writing Essays About Literature",5,,PB,155037080,,
"Griffith, Kelley","Writing Essays About Literature",6,,PB,15506617X,,
"Griffith, R. Marie","God's Daughters",1,,HB,520207645,,
"Griffiths, Peter","The Economist's Tale: A Consultant Encounters Hunger and the World Bank",,,PB,1842771853,,
"Griggs, Richard A.","Psychology a Concise Introduction",3,,PB,1429261555,Psychology,2011S
"Gropper, Rena C.","Culture and the Clinical Encounter",2,,PB,1877864439,,
"Gross, Daniel R.","Discovering Anthropology",3,,PB,874849098,Anthropology,
"Gross, Jan T.","Neighbors: Destruction of the Jewish Community in Jedwabne, Poland",8,2,PB,142002402,,
"Grosz, Elizabeth","Space, Time, and Perversion",,,PB,415911375,,2011S
"Gruchow, Paul","Grass Roots: the Universe of Home",3,,PB,1571312072,,
"Grugel, Jean",Democratization,1,2,PB,333679695,,2011S
"Gubrium, Jaber F. & James A. Holstein","Institutional Selves: Troubled Identities in a Postmodern World",1,4,PB,195129288,,
"Guene, Faiza","Kiffe kiffe demain",,2,PB,2253113751,French,
"Guene, Faiza","Kiffe Kiffe Tomorrow",1,,PB,156030489,,
"Guenther, Mathias","Tricksters and Trancers: Bushman Religion and Society",1,,PB,253213444,,
"Guglielmo, Thomas A.","White on Arrival",3,,PB,195178025,,
"Guignon, Charles & Derk Pereboom","Existentialism Basic Writings",2,,PB,872205956,,2012S
"Gunn, Giles","Early American Writing",10,2,PB,140390871,,
"Gushee, David P.","Future of Faith in American Politics",,3,PB,1602580718,,2012S
"Guth, Hans P. & Gabriele L. Rico","Discovering Poetry",1,2,PB,132219875,,
"Gutschow, Kim","Being a Buddhist Nun",,2,HB,674012879,,
"Gwynn, R.S.","Poetry: A Pocket Anthology",5,,PB,321366313,,
"Gyorgy, Anna et al.","No Nukes: Everyone's Guide to Nuclear Power",4,,PB,896080064,,
"Hacker, Diana","Writer's Reference",5,,PB,312412622,"English Grammar/Words",
"Hacker, Marilyn","Winter Numbers Poems",1,,PB,393313735,,
"Hacking, Ian","Representing and Intervening",,2,PB,521282462,,
"Hadas, Moses","Gibbon's Decline and Fall of the Roman Empire",15,,PB,449300560,,
"Hadas, Moses","Stoic Philosophy of Seneca",5,,PB,393004597,,
"Haddad, Yvonne Yazbeck","Muslim Women in America",3,,HB,195177831,,
"Haerle, Dan","Jazz Piano Voicing Skills",,,PB,,,2011S
"Haggard, H. Rider","King Solomon's Mines",7,,PB,192822047,,2011S
"Haggard, H. Rider","King Solomon's Mines",9,,PB,199536414,,2011S
"Haggard, H. Rider",She,6,2,PB,192835505,,
"Hagopian, Frances & Scott P. Mainwaring","Third Wave of Democratization in Latin America",,2,PB,521613205,,
"Hailman, Jack P. & Karen B. Strier","Planning, Proposing, and Presenting Science Effectively",,,PB,521568757,,
"Haines, Charles W. & William E. Boyce & Richard C. DiPrima","Student Solutions Manual for Elementary Differential Equations and Boundary Value Problems",8,,PB,471433403,Floor,2010F
"Hake, Sabine","German National Cinema",2,2,PB,,,
"Hale, Charles R.","Mas Que un Indio",1,,PB,1930618603,,2011S
"Halevi, Yossi Klein","At the Entrance to the Garden of Eden",9,,PB,60505826,,
"Hall, Catherine","Civilising Subjects",3,,PB,226313352,,2010F
"Hall, Mark & Tim Luke",Lifestories,1,,PB,1558970021,,
"Hall, Martin","Farmers, Kings, and Traders",2,,PB,226313263,,
"Hall, Peter A. & David Soskice","Varieties of Capitalism",1,,PB,199247752,,2011S
"Hall, Robert E. & Marc Lieberman","Economics Principles and Applications",2,2,HB,324151810,,2010F
"Hall, Robert E. & Marc Lieberman","Economics Principles and Applications",4,2,HB,324421451,Economics,2011S
"Hall, Robert E. & Marc Lieberman","Economics Principles and Applications",3,4,HB,324335814,,2011S
"Hall, Robert E. & Marc Lieberman","Economics Principles and Applications",5,,HB,1439038961,,2011S
"Halliday, David & Robert Resnick & Jearl Walker","Fundamentals of Physics",6,,HB,471320005,Physics,2011S
"Halliday, Stephen","Great Stink of London: Sir Joseph Bazalgette and the Cleansing of the Victorian Metropolis",,,PB,750925809,,
"Hallstrom, Lisa Lassell","Mother of Bliss: Anandamayi Ma (1896-1982)",,,PB,195116489,,
"Hamalainen, Pekka","Comanche Empire",2,,PB,300151176,,2010F
"Hamer, Dean & Peter Copeland","Science of Desire",1,2,PB,684804468,,
"Hamerow, Theodore S.","On the Road to the Wolf's Lair",,,PB,674636813,,
"Hammond, Andrew","Popular Culture in the Arab World",1,,PB,9774160547,,
"Hamnett, Chris","Unequal City: London in the Global Arena",,,PB,415317312,,
"Hamper, Ben",Rivethead,1,,PB,446515019,,
"Hamper, Ben",Rivethead,9,5,PB,446394009,,
"Hanchett, William","Out of the Wilderness: the Life of Abraham Lincoln",1,,PB,252064003,,
"Hansberry, Lorraine","Raisin in the Sun",34,,PB,451149858,Floor,2010F
"Hansberry, Lorraine","Raisin in the Sun",38,,PB,679755330,Floor,2010F
"Hansen, Valerie","Open Empire: History of China to 1600",5,2,PB,393973743,,
"Hanson, Eric O.","Religion and Politics in the International System Today",,2,PB,521617812,,
"Hanson, Gordon H.","Why Does Immigration Divide America?",,,PB,881324000,,
"Harding, Sandra","""Racial"" Economy of Science",1,3,PB,253208106,Floor,2010F
"Hardman, Michael L. & Clifford J. Drew & M. Winston Egan","Human Exceptionality: Society, School, and Family",6,,HB,20529037X,"Social Texts",
"Hardt, Michael & Antonio Negri","Multitude: War and Democracy in the Age of Empire",1,,PB,143035592,,
"Hardy, Simon P.","Human Microbiology",,,PB,415241685,Biology,
"Hardy, Thomas","Tess of the D'Urbervilles",,,PB,141439594,,2012S
"Hargittai, Eszter","Research Confidential",1,2,PB,47205260,,
"Harlan, Jack R.","Living Fields: Our Agricultural Heritage",,,PB,521649927,,2012S
"Harline, Craig","Miracles at the Jesus Oak",1,,HB,385508204,,
"Harling, Philip","Modern British State",,,PB,745621937,,
"Harnack, Andrew & Eugene Kleppinger","Online! A Reference Guide to Using Internet Sources",3,,PB,312411588,,
"Harper Collins","French Concise Dictionary",2,,PB,60956895,French,2010F
"Harper Collins","Latin Concise Dictionary",,,PB,6053690X,Latin,
"Harper Collins Robert","French College Dictionary",4,2,HB,60515333,French,
"Harper, Douglas & Helene M. Lawson","Cultural Study of Work",,,PB,74251918X,Square,2010F
"Harper, Frances Ellen Watkins","Iola Leroy, Or, Shadows Uplifted",3,,PB,1408618080,,
"Harper, Michael S.","Selected Poems",,,PB,1900072246,,
"Harper, Michael S. & Anthony Walton","Vintage Book of African American Poetry",12,,PB,375703003,,2011S
"Harris, Daniel C.","Exploring Chemical Analysis",3,3,PB,716705710,Floor,2011S
"Harris, Joel Chandler","Uncle Remus: His Songs and Sayings",10,,PB,140390146,,
"Harris, John F.","Survivor: Bill Clinton in the White House",1,,PB,375760849,,
"Harris, John M. & Jeffry L. Hirst & Michael J. Mossinghoff","Combinatorics and Graph Theory",2,,HB,387797106,,2011S
"Harrison, Lawrence E. & Samuel P. Huntington","Culture Matters",4,,PB,465031765,,
"Harshbarger, Thad R.","Introductory Statistics: a Decision Map",2,,HB,23506504,Mathematics,
"Hart, Donna & Robert W. Sussman","Man the Hunted",1,,PB,813344034,,2012S
"Hart, Donna & Robert W. Sussman","Man the Hunted: Primates, Predators, and Human Evolution",2,2,PB,813339367,,2012S
"Harth, Erica","Cartesian Women",,2,PB,801499984,,
"Hartl, Daniel L.","Primer of Population Genetics",3,,PB,878933042,,
"Haslam, Herb","Going Back for Jeremy",,,PB,972491503,,
"Hassanein, Neva","Changing the Way America Farms",,,PB,803273215,,
"Hastedt, Glenn P.","American Foreign Policy",12,,PB,73545856,Miscellaneous,
"Hatcher, Robert A. & Shannon Colestock & Erika I. Pluhar & Christian Thrasher","Sexual Etiquette 101 and More",2,4,PB,967193966,,
"Havel, Vaclav","Garden Party and Other Plays",7,,PB,80213307X,,
"Haviland, William A.",Anthropology,9,,PB,155067559,Anthropology,
"Haviland, William A.","Human Evolution and Prehistory",6,6,PB,534610110,,
"Hawley, John Stratton & Vasudha Narayanan","Life of Hinduism",1,2,PB,520249143,,2011S
"Hawley, R. Scott & Michelle Y. Walker","Advanced Genetic Analysis",,2,PB,1405103361,,2011S
"Hawthorne, Fran","Merck Druggernaut: Inside Story of a Pharmaceutical Giant",1,,PB,471679062,,
"Hawthorne, Nathaniel","Portable Hawthorne",12,,PB,140150382,,2011S
"Hawthorne, Nathaniel","Portable Hawthorne",1,,PB,143039280,,2011S
"Haxthausen, Charles W.","Two Art Histories",2,3,PB,300097751,,
"Hay, Stephen","Sources of Indian Tradition Volume Two Modern India and Pakistan",2,,PB,231064152,,2011S
"Hayden, Robert","Collected Poems",6,,PB,871401592,,
"Hays, Sharon","Flat Broke with Children",1,,HB,195132882,,
"Hays, Sharon","Flat Broke with Children",3,2,PB,195176014,,
"Haywood, Eliza","Love in Excess",,,PB,1551110164,,
"Haywood, Eliza & Henry Fielding","Anti-Pamela and Shamela",,2,PB,155111383X,,
"Hebert, Anne","Le Chambres de Bois",,,PB,2020289481,French,
"Hebert, Anne","Le Premier Jardin",,,PB,202048157X,French,2012S
"Hecht, Tobias","At Home in the Street",,,PB,521598699,,
"Hedges, Chris","War is a Force that Gives Us Meaning",2,,PB,1400034639,,
"Heidegger, Martin","Basic Writings",22,,PB,60637633,,
"Heidegger, Martin","Discourse on Thinking",35,2,PB,61314595,,
"Heider, Karl G.","Seeing Anthropology: Cultural Anthropology Through Film",2,6,PB,205195679,Anthropology,
"Heilbroner, Robert L.","Inquiry into the Human Prospect",1,4,PB,393961850,,2010F
"Heinrich, Bernd","Mind of the Raven",10,,PB,60930632,,
"Heintz, James & Nancy Folbre","Ultimate Field Guide to the U.S. Economy",2,,PB,1565845781,,
"Hejinian, Lyn","My Life",,,PB,1931243339,,
"Held, David","Prospects for Democracy",,,PB,804721939,,
"Hellbeck, Jochen","Revolution on my Mind: Writing a Diary under Stalin",,,HB,674032316,,
"Heller, Joseph",Catch-22,35,,PB,684833395,,2011S
"Hellman, Judith Adler","Mexican Lives",7,,PB,1565841786,,
"Hemingway, Ernest","Farewell to Arms",17,,PB,20519001,,2011S
"Hemingway, Ernest","Moveable Feast",,,PB,68482499X,,
"Hemingway, Ernest","Sun Also Rises",6,,PB,684800713,,
"Hempel, Carl","Philosophy of Natural Science",,,PB,136638236,,2011S
"Henderson, Gail E. et al.","Social Medicine Reader",2,,PB,822335931,,2011S
"Henderson, P.A.","Practical Methods in Ecology",3,,PB,1405102446,,
"Hendon, Julia A. & Rosemary A. Joyce","Mesoamerican Archaeology",,,PB,631230521,,
"Henretta, James A. & David Brody & Lynn Dumenil","America's History Volume Two: Since 1865",6,,PB,312452861,History,
"Henretta, James A. & David Brody & Lynn Dumenil & Susan Ware","America's History Volume Two: Since 1865",5,,PB,312409583,History,
"Henretta, James A. & David Brody & Lynn Dumenil & Susan Ware","America's History Volume Two: Since 1866",5,,PB,312409583,History,
"Henretta, James A. & David Brody & Lynn Dumenil & Susan Ware","America's History Volume Two: Since 1867",5,,PB,312409583,History,
"Henry, Kelly Bouas & Linda Lebie & Douglas A. Bernstein","Study Guide for Bernstein, Penner, Clarke-Stewart and Roy's Psychology",6,,PB,618219919,Psychology,
"Hensley, Christopher & Richard Tewksbury","Sexual Deviance",1,,PB,1588261255,,
"Herbert, Robert L.","Impressionism: Art, Leisure, & Parisian Society",8,,PB,300050836,,2011S
"Hergenhahn, B.R.","Introduction to the History of Psychology",6,,HB,495506214,Psychology,
"Herlihy, David","Black Death and the Transformation of the West",5,3,PB,674076133,,
"Herman, Eugene A. & Michael D. Pepe","Visual Linear Algebra",1,,HB,471682998,,2011S
Herodotus,History,9,,PB,226327728,,
"Herriot, Peter","Religious Fundamentalism Global, Local and Personal",,2,PB,415422093,,2012S
